From;To;Length in meter
a3460;a3461;6011
a3460;a8460;26403
a3461;a3462;25621
a3461;a8461;4889
a3462;a3463;16062
a3462;a8462;42887
a3463;a3464;39958
a3463;a8463;35690
a3464;a3465;6855
a3464;a8464;41212
a3465;a3466;50653
a3465;a8465;51397
a3466;a3467;3001
a3466;a8466;34242
a3467;a3468;44399
a3467;a8467;27041
a3468;a3469;36195
a3468;a8468;19041
a3469;a3470;10918
a3469;a8469;44619
a3470;a3471;31744
a3470;a8470;2792
a3471;a3472;18871
a3471;a8471;31206
a3472;a3473;26630
a3472;a8472;30682
a3473;a3474;48828
a3473;a8473;42398
a3474;a3475;15662
a3474;a8474;13349
a3475;a3476;46060
a3475;a8475;5896
a3476;a3477;8248
a3476;a8476;5035
a3477;a3478;5225
a3477;a8477;38117
a3478;a3479;3363
a3478;a8478;38719
a3479;a3480;12319
a3479;a8479;21381
a3480;a3481;4422
a3480;a8480;31199
a3481;a3482;46660
a3481;a8481;30447
a3482;a3483;48903
a3482;a8482;29340
a3483;a3484;37137
a3483;a8483;24953
a3484;a3485;19848
a3484;a8484;28514
a3485;a3486;22474
a3485;a8485;28662
a3486;a3487;37620
a3486;a8486;5653
a3487;a3488;34823
a3487;a8487;47311
a3488;a3489;50704
a3488;a8488;22244
a3489;a3490;9668
a3489;a8489;34359
a3490;a3491;3717
a3490;a8490;17145
a3491;a3492;22692
a3491;a8491;47933
a3492;a3493;9317
a3492;a8492;25097
a3493;a3494;16077
a3493;a8493;2882
a3494;a3495;38227
a3494;a8494;24519
a3495;a3496;2478
a3495;a8495;9014
a3496;a3497;18211
a3496;a8496;37278
a3497;a3498;24857
a3497;a8497;50287
a3498;a3499;48501
a3498;a8498;23935
a3499;a3500;4273
a3499;a8499;50038
a3500;a3501;40936
a3500;a8500;40274
a3501;a3502;25792
a3501;a8501;34162
a3502;a3503;42837
a3502;a8502;44757
a3503;a3504;44704
a3503;a8503;47553
a3504;a3505;29540
a3504;a8504;22060
a3505;a3506;41426
a3505;a8505;49125
a3506;a3507;26399
a3506;a8506;14766
a3507;a3508;13645
a3507;a8507;7215
a3508;a3509;31086
a3508;a8508;33926
a3509;a3510;18532
a3509;a8509;40312
a3510;a3511;7045
a3510;a8510;49276
a3511;a3512;16198
a3511;a8511;47681
a3512;a3513;8077
a3512;a8512;41616
a3513;a3514;17926
a3513;a8513;50688
a3514;a3515;22206
a3514;a8514;33097
a3515;a3516;9212
a3515;a8515;18416
a3516;a3517;40200
a3516;a8516;45979
a3517;a3518;48123
a3517;a8517;30493
a3518;a3519;10449
a3518;a8518;26797
a3519;a3520;34088
a3519;a8519;35982
a3520;a3521;37234
a3520;a8520;10824
a3521;a3522;50864
a3521;a8521;49639
a3522;a3523;13847
a3522;a8522;41200
a3523;a3524;10142
a3523;a8523;35881
a3524;a3525;5544
a3524;a8524;48180
a3525;a3526;8999
a3525;a8525;16399
a3526;a3527;9799
a3526;a8526;36575
a3527;a3528;15269
a3527;a8527;49528
a3528;a3529;23013
a3528;a8528;23644
a3529;a3530;9750
a3529;a8529;18175
a3530;a3531;33429
a3530;a8530;15450
a3531;a3532;43177
a3531;a8531;28414
a3532;a3533;39813
a3532;a8532;7023
a3533;a3534;8851
a3533;a8533;12699
a3534;a3535;14198
a3534;a8534;40508
a3535;a3536;38942
a3535;a8535;50039
a3536;a3537;34891
a3536;a8536;5971
a3537;a3538;3587
a3537;a8537;10469
a3538;a3539;12856
a3538;a8538;21497
a3539;a3540;27147
a3539;a8539;2678
a3540;a3541;20551
a3540;a8540;32791
a3541;a3542;35218
a3541;a8541;51737
a3542;a3543;7382
a3542;a8542;27620
a3543;a3544;9352
a3543;a8543;8554
a3544;a3545;50022
a3544;a8544;17131
a3545;a3546;3816
a3545;a8545;43882
a3546;a3547;39021
a3546;a8546;44320
a3547;a3548;20175
a3547;a8547;7491
a3548;a3549;45386
a3548;a8548;39741
a3549;a3550;41020
a3549;a8549;37483
a3550;a3551;42076
a3550;a8550;5938
a3551;a3552;43713
a3551;a8551;35606
a3552;a3553;25758
a3552;a8552;25002
a3553;a3554;48696
a3553;a8553;31911
a3554;a3555;43566
a3554;a8554;48165
a3555;a3556;4582
a3555;a8555;46132
a3556;a3557;28092
a3556;a8556;42419
a3557;a3558;24045
a3557;a8557;13756
a3558;a3559;31406
a3558;a8558;36746
a3559;a3560;10331
a3559;a8559;31910
a3560;a3561;25498
a3560;a8560;29770
a3561;a3562;4132
a3561;a8561;43919
a3562;a3563;2211
a3562;a8562;41371
a3563;a3564;34477
a3563;a8563;21658
a3564;a3565;10465
a3564;a8564;13109
a3565;a3566;25370
a3565;a8565;21688
a3566;a3567;12394
a3566;a8566;36217
a3567;a3568;41928
a3567;a8567;34553
a3568;a3569;22847
a3568;a8568;11319
a3569;a3570;5951
a3569;a8569;16604
a3570;a3571;18654
a3570;a8570;21064
a3571;a3572;21054
a3571;a8571;40223
a3572;a3573;15025
a3572;a8572;25411
a3573;a3574;21738
a3573;a8573;21460
a3574;a3575;6518
a3574;a8574;19441
a3575;a3576;49152
a3575;a8575;33698
a3576;a3577;9103
a3576;a8576;25254
a3577;a3578;8625
a3577;a8577;42233
a3578;a3579;18045
a3578;a8578;22753
a3579;a3580;30577
a3579;a8579;47408
a3580;a3581;13535
a3580;a8580;8956
a3581;a3582;36872
a3581;a8581;3286
a3582;a3583;2342
a3582;a8582;11822
a3583;a3584;9289
a3583;a8583;34787
a3584;a3585;29062
a3584;a8584;22554
a3585;a3586;15429
a3585;a8585;8640
a3586;a3587;25021
a3586;a8586;49795
a3587;a3588;20067
a3587;a8587;22559
a3588;a3589;36339
a3588;a8588;40251
a3589;a3590;46740
a3589;a8589;12662
a3590;a3591;35219
a3590;a8590;2865
a3591;a3592;5170
a3591;a8591;41267
a3592;a3593;20142
a3592;a8592;17859
a3593;a3594;15057
a3593;a8593;15967
a3594;a3595;51326
a3594;a8594;7745
a3595;a3596;35674
a3595;a8595;6133
a3596;a3597;47525
a3596;a8596;44663
a3597;a3598;3759
a3597;a8597;14866
a3598;a3599;39058
a3598;a8598;17345
a3599;a3600;39269
a3599;a8599;32802
a3600;a3601;29827
a3600;a8600;31395
a3601;a3602;49678
a3601;a8601;45177
a3602;a3603;17984
a3602;a8602;18595
a3603;a3604;48753
a3603;a8603;35050
a3604;a3605;10901
a3604;a8604;34521
a3605;a3606;4956
a3605;a8605;23722
a3606;a3607;45171
a3606;a8606;28860
a3607;a3608;47999
a3607;a8607;14017
a3608;a3609;36439
a3608;a8608;29521
a3609;a3610;39432
a3609;a8609;3320
a3610;a3611;37056
a3610;a8610;39891
a3611;a3612;4634
a3611;a8611;11053
a3612;a3613;21802
a3612;a8612;8372
a3613;a3614;29060
a3613;a8613;19617
a3614;a3615;3185
a3614;a8614;40761
a3615;a3616;41206
a3615;a8615;8727
a3616;a3617;48214
a3616;a8616;38921
a3617;a3618;38381
a3617;a8617;20550
a3618;a3619;27961
a3618;a8618;13730
a3619;a3620;9083
a3619;a8619;27080
a3620;a3621;29708
a3620;a8620;36350
a3621;a3622;17546
a3621;a8621;31781
a3622;a3623;49020
a3622;a8622;9475
a3623;a3624;41852
a3623;a8623;24694
a3624;a3625;5718
a3624;a8624;9419
a3625;a3626;46899
a3625;a8625;23913
a3626;a3627;43371
a3626;a8626;20649
a3627;a3628;27465
a3627;a8627;26637
a3628;a3629;26684
a3628;a8628;6691
a3629;a3630;24631
a3629;a8629;9818
a3630;a3631;44945
a3630;a8630;35198
a3631;a3632;50901
a3631;a8631;13874
a3632;a3633;12566
a3632;a8632;50431
a3633;a3634;5510
a3633;a8633;12881
a3634;a3635;29667
a3634;a8634;13386
a3635;a3636;21595
a3635;a8635;21185
a3636;a3637;26643
a3636;a8636;8373
a3637;a3638;11200
a3637;a8637;9501
a3638;a3639;16701
a3638;a8638;44981
a3639;a3640;12392
a3639;a8639;3189
a3640;a3641;19476
a3640;a8640;16052
a3641;a3642;45167
a3641;a8641;11649
a3642;a3643;46983
a3642;a8642;5532
a3643;a3644;49288
a3643;a8643;40529
a3644;a3645;10430
a3644;a8644;24895
a3645;a3646;7692
a3645;a8645;17820
a3646;a3647;12695
a3646;a8646;43198
a3647;a3648;3713
a3647;a8647;20790
a3648;a3649;36629
a3648;a8648;13771
a3649;a3650;18986
a3649;a8649;23190
a3650;a3651;23798
a3650;a8650;40062
a3651;a3652;51609
a3651;a8651;41221
a3652;a3653;11723
a3652;a8652;14185
a3653;a3654;20924
a3653;a8653;42296
a3654;a3655;10261
a3654;a8654;4388
a3655;a3656;26072
a3655;a8655;42840
a3656;a3657;49363
a3656;a8656;11823
a3657;a3658;40410
a3657;a8657;10069
a3658;a3659;21120
a3658;a8658;12750
a3659;a3660;2806
a3659;a8659;47968
a3660;a3661;18754
a3660;a8660;49638
a3661;a3662;9859
a3661;a8661;39538
a3662;a3663;43997
a3662;a8662;33492
a3663;a3664;20154
a3663;a8663;35800
a3664;a3665;12176
a3664;a8664;20169
a3665;a3666;2835
a3665;a8665;27010
a3666;a3667;31222
a3666;a8666;25464
a3667;a3668;47953
a3667;a8667;3044
a3668;a3669;16853
a3668;a8668;47296
a3669;a3670;5325
a3669;a8669;8073
a3670;a3671;31168
a3670;a8670;18463
a3671;a3672;31985
a3671;a8671;19226
a3672;a3673;46056
a3672;a8672;20116
a3673;a3674;5672
a3673;a8673;30222
a3674;a3675;35963
a3674;a8674;44350
a3675;a3676;3275
a3675;a8675;48717
a3676;a3677;46815
a3676;a8676;4150
a3677;a3678;48674
a3677;a8677;20429
a3678;a3679;19181
a3678;a8678;50264
a3679;a3680;3984
a3679;a8679;24064
a3680;a3681;14132
a3680;a8680;17561
a3681;a3682;11852
a3681;a8681;38492
a3682;a3683;49669
a3682;a8682;37894
a3683;a3684;44179
a3683;a8683;17678
a3684;a3685;4077
a3684;a8684;22585
a3685;a3686;24391
a3685;a8685;19468
a3686;a3687;30129
a3686;a8686;35248
a3687;a3688;16210
a3687;a8687;21469
a3688;a3689;50639
a3688;a8688;44876
a3689;a3690;11783
a3689;a8689;21019
a3690;a3691;21589
a3690;a8690;19865
a3691;a3692;5974
a3691;a8691;6483
a3692;a3693;3729
a3692;a8692;45949
a3693;a3694;11644
a3693;a8693;3988
a3694;a3695;27407
a3694;a8694;24918
a3695;a3696;2810
a3695;a8695;47118
a3696;a3697;18208
a3696;a8696;36422
a3697;a3698;18750
a3697;a8697;37024
a3698;a3699;22921
a3698;a8698;22148
a3699;a3700;22288
a3699;a8699;6994
a3700;a3701;36331
a3700;a8700;30259
a3701;a3702;29779
a3701;a8701;28578
a3702;a3703;29399
a3702;a8702;38077
a3703;a3704;18654
a3703;a8703;46035
a3704;a3705;18478
a3704;a8704;2693
a3705;a3706;20760
a3705;a8705;2099
a3706;a3707;43407
a3706;a8706;22451
a3707;a3708;26179
a3707;a8707;20841
a3708;a3709;39565
a3708;a8708;27041
a3709;a3710;2767
a3709;a8709;42728
a3710;a3711;45233
a3710;a8710;50348
a3711;a3712;31177
a3711;a8711;12927
a3712;a3713;31020
a3712;a8712;28098
a3713;a3714;13828
a3713;a8713;6335
a3714;a3715;22500
a3714;a8714;51903
a3715;a3716;38947
a3715;a8715;31879
a3716;a3717;10694
a3716;a8716;2302
a3717;a3718;17590
a3717;a8717;44203
a3718;a3719;7604
a3718;a8718;26093
a3719;a3720;12401
a3719;a8719;3025
a3720;a3721;5596
a3720;a8720;17376
a3721;a3722;41719
a3721;a8721;9187
a3722;a3723;40100
a3722;a8722;7530
a3723;a3724;21630
a3723;a8723;11661
a3724;a3725;34849
a3724;a8724;16630
a3725;a3726;51572
a3725;a8725;21668
a3726;a3727;27677
a3726;a8726;17701
a3727;a3728;6168
a3727;a8727;38433
a3728;a3729;32721
a3728;a8728;15635
a3729;a3730;17122
a3729;a8729;36112
a3730;a3731;41858
a3730;a8730;44613
a3731;a3732;14211
a3731;a8731;32915
a3732;a3733;4138
a3732;a8732;41436
a3733;a3734;43661
a3733;a8733;11577
a3734;a3735;47047
a3734;a8734;7268
a3735;a3736;45556
a3735;a8735;34983
a3736;a3737;17557
a3736;a8736;27037
a3737;a3738;49282
a3737;a8737;51958
a3738;a3739;24061
a3738;a8738;23935
a3739;a3740;37504
a3739;a8739;16029
a3740;a3741;2566
a3740;a8740;36319
a3741;a3742;34650
a3741;a8741;44318
a3742;a3743;11783
a3742;a8742;15652
a3743;a3744;45497
a3743;a8743;24604
a3744;a3745;32124
a3744;a8744;7106
a3745;a3746;3067
a3745;a8745;36109
a3746;a3747;3068
a3746;a8746;38902
a3747;a3748;32746
a3747;a8747;33548
a3748;a3749;31786
a3748;a8748;12572
a3749;a3750;51345
a3749;a8749;4610
a3750;a3751;43528
a3750;a8750;3919
a3751;a3752;45591
a3751;a8751;48189
a3752;a3753;20833
a3752;a8752;3672
a3753;a3754;14485
a3753;a8753;34396
a3754;a3755;44337
a3754;a8754;47554
a3755;a3756;13882
a3755;a8755;47671
a3756;a3757;2662
a3756;a8756;7815
a3757;a3758;9683
a3757;a8757;31168
a3758;a3759;32684
a3758;a8758;42164
a3759;a3760;28107
a3759;a8759;43982
a3760;a3761;34334
a3760;a8760;21448
a3761;a3762;37651
a3761;a8761;12756
a3762;a3763;26009
a3762;a8762;34454
a3763;a3764;7545
a3763;a8763;5764
a3764;a3765;17658
a3764;a8764;46766
a3765;a3766;11790
a3765;a8765;30619
a3766;a3767;28655
a3766;a8766;20723
a3767;a3768;36192
a3767;a8767;6460
a3768;a3769;16690
a3768;a8768;35238
a3769;a3770;48188
a3769;a8769;37658
a3770;a3771;12066
a3770;a8770;27465
a3771;a3772;5727
a3771;a8771;18876
a3772;a3773;19044
a3772;a8772;13138
a3773;a3774;11984
a3773;a8773;30674
a3774;a3775;2168
a3774;a8774;28760
a3775;a3776;17263
a3775;a8775;40733
a3776;a3777;20871
a3776;a8776;26784
a3777;a3778;28081
a3777;a8777;8276
a3778;a3779;10062
a3778;a8778;44406
a3779;a3780;6153
a3779;a8779;48264
a3780;a3781;27924
a3780;a8780;7676
a3781;a3782;26729
a3781;a8781;47567
a3782;a3783;4661
a3782;a8782;25241
a3783;a3784;16603
a3783;a8783;37447
a3784;a3785;27561
a3784;a8784;20235
a3785;a3786;6979
a3785;a8785;15433
a3786;a3787;38417
a3786;a8786;44589
a3787;a3788;15346
a3787;a8787;24925
a3788;a3789;49084
a3788;a8788;17322
a3789;a3790;13526
a3789;a8789;42742
a3790;a3791;49742
a3790;a8790;27289
a3791;a3792;46148
a3791;a8791;43196
a3792;a3793;42298
a3792;a8792;41259
a3793;a3794;34933
a3793;a8793;2290
a3794;a3795;28293
a3794;a8794;10243
a3795;a3796;39387
a3795;a8795;27137
a3796;a3797;16660
a3796;a8796;20516
a3797;a3798;43759
a3797;a8797;43801
a3798;a3799;41718
a3798;a8798;40928
a3799;a3800;3472
a3799;a8799;51438
a3800;a3801;45921
a3800;a8800;24784
a3801;a3802;11588
a3801;a8801;51804
a3802;a3803;35027
a3802;a8802;32822
a3803;a3804;37368
a3803;a8803;41007
a3804;a3805;5623
a3804;a8804;3624
a3805;a3806;44476
a3805;a8805;4714
a3806;a3807;26195
a3806;a8806;9195
a3807;a3808;15963
a3807;a8807;38928
a3808;a3809;23348
a3808;a8808;46369
a3809;a3810;46815
a3809;a8809;25933
a3810;a3811;34147
a3810;a8810;29189
a3811;a3812;12552
a3811;a8811;29030
a3812;a3813;34094
a3812;a8812;13508
a3813;a3814;34125
a3813;a8813;30283
a3814;a3815;37749
a3814;a8814;2656
a3815;a3816;35198
a3815;a8815;22650
a3816;a3817;45667
a3816;a8816;2212
a3817;a3818;27790
a3817;a8817;31610
a3818;a3819;26946
a3818;a8818;12688
a3819;a3820;16211
a3819;a8819;31649
a3820;a3821;31467
a3820;a8820;21223
a3821;a3822;27229
a3821;a8821;39860
a3822;a3823;19665
a3822;a8822;27283
a3823;a3824;6516
a3823;a8823;12260
a3824;a3825;30551
a3824;a8824;12789
a3825;a3826;17522
a3825;a8825;38463
a3826;a3827;30636
a3826;a8826;44099
a3827;a3828;39170
a3827;a8827;26830
a3828;a3829;47362
a3828;a8828;21844
a3829;a3830;33005
a3829;a8829;45332
a3830;a3831;40746
a3830;a8830;24731
a3831;a3832;38776
a3831;a8831;33036
a3832;a3833;5995
a3832;a8832;25126
a3833;a3834;9817
a3833;a8833;23306
a3834;a3835;28069
a3834;a8834;37472
a3835;a3836;16050
a3835;a8835;22638
a3836;a3837;26394
a3836;a8836;45432
a3837;a3838;22938
a3837;a8837;18357
a3838;a3839;34200
a3838;a8838;39987
a3839;a3840;49322
a3839;a8839;44339
a3840;a3841;2363
a3840;a8840;38703
a3841;a3842;15698
a3841;a8841;16374
a3842;a3843;2027
a3842;a8842;45851
a3843;a3844;17194
a3843;a8843;7829
a3844;a3845;23761
a3844;a8844;4132
a3845;a3846;42289
a3845;a8845;21857
a3846;a3847;33583
a3846;a8846;31407
a3847;a3848;9140
a3847;a8847;28576
a3848;a3849;47774
a3848;a8848;29995
a3849;a3850;6264
a3849;a8849;24327
a3850;a3851;29084
a3850;a8850;51870
a3851;a3852;3297
a3851;a8851;35442
a3852;a3853;36655
a3852;a8852;50399
a3853;a3854;40553
a3853;a8853;30779
a3854;a3855;30826
a3854;a8854;48137
a3855;a3856;13201
a3855;a8855;25680
a3856;a3857;41789
a3856;a8856;50638
a3857;a3858;36992
a3857;a8857;5005
a3858;a3859;8035
a3858;a8858;38243
a3859;a3860;17730
a3859;a8859;14404
a3860;a3861;26495
a3860;a8860;21361
a3861;a3862;45867
a3861;a8861;17096
a3862;a3863;31327
a3862;a8862;49909
a3863;a3864;51014
a3863;a8863;38083
a3864;a3865;32428
a3864;a8864;24235
a3865;a3866;28496
a3865;a8865;18945
a3866;a3867;47903
a3866;a8866;13127
a3867;a3868;41560
a3867;a8867;34139
a3868;a3869;6974
a3868;a8868;44313
a3869;a3870;8351
a3869;a8869;24084
a3870;a3871;31111
a3870;a8870;44229
a3871;a3872;2365
a3871;a8871;31215
a3872;a3873;21511
a3872;a8872;16790
a3873;a3874;28715
a3873;a8873;32653
a3874;a3875;40508
a3874;a8874;15378
a3875;a3876;36260
a3875;a8875;47188
a3876;a3877;22934
a3876;a8876;28347
a3877;a3878;37409
a3877;a8877;4847
a3878;a3879;41061
a3878;a8878;15944
a3879;a3880;33253
a3879;a8879;4495
a3880;a3881;23308
a3880;a8880;5780
a3881;a3882;31561
a3881;a8881;48635
a3882;a3883;42608
a3882;a8882;24681
a3883;a3884;49123
a3883;a8883;34837
a3884;a3885;45052
a3884;a8884;17109
a3885;a3886;7965
a3885;a8885;50099
a3886;a3887;33225
a3886;a8886;24189
a3887;a3888;17024
a3887;a8887;7841
a3888;a3889;51518
a3888;a8888;22855
a3889;a3890;27002
a3889;a8889;37185
a3890;a3891;42618
a3890;a8890;51566
a3891;a3892;6361
a3891;a8891;30746
a3892;a3893;5360
a3892;a8892;27694
a3893;a3894;10650
a3893;a8893;30211
a3894;a3895;34188
a3894;a8894;41724
a3895;a3896;5693
a3895;a8895;28679
a3896;a3897;9570
a3896;a8896;45171
a3897;a3898;7594
a3897;a8897;44933
a3898;a3899;36887
a3898;a8898;32307
a3899;a3900;18912
a3899;a8899;27598
a3900;a3901;48568
a3900;a8900;50672
a3901;a3902;20927
a3901;a8901;26507
a3902;a3903;40512
a3902;a8902;11645
a3903;a3904;26474
a3903;a8903;24469
a3904;a3905;9231
a3904;a8904;10360
a3905;a3906;6464
a3905;a8905;5147
a3906;a3907;40555
a3906;a8906;3707
a3907;a3908;25927
a3907;a8907;41745
a3908;a3909;24224
a3908;a8908;36247
a3909;a3910;12172
a3909;a8909;26824
a3910;a3911;31254
a3910;a8910;46484
a3911;a3912;28492
a3911;a8911;25728
a3912;a3913;42553
a3912;a8912;30129
a3913;a3914;41726
a3913;a8913;24799
a3914;a3915;7974
a3914;a8914;32757
a3915;a3916;50966
a3915;a8915;10866
a3916;a3917;44682
a3916;a8916;41547
a3917;a3918;37691
a3917;a8917;10331
a3918;a3919;2547
a3918;a8918;44690
a3919;a3920;4697
a3919;a8919;34573
a3920;a3921;32127
a3920;a8920;27493
a3921;a3922;42353
a3921;a8921;23378
a3922;a3923;37708
a3922;a8922;26190
a3923;a3924;45885
a3923;a8923;49632
a3924;a3925;33896
a3924;a8924;14048
a3925;a3926;6688
a3925;a8925;46596
a3926;a3927;49258
a3926;a8926;49493
a3927;a3928;13977
a3927;a8927;43759
a3928;a3929;34659
a3928;a8928;22641
a3929;a3930;30492
a3929;a8929;48476
a3930;a3931;37090
a3930;a8930;44905
a3931;a3932;47411
a3931;a8931;38383
a3932;a3933;42034
a3932;a8932;36136
a3933;a3934;29174
a3933;a8933;33925
a3934;a3935;18706
a3934;a8934;25151
a3935;a3936;28456
a3935;a8935;51238
a3936;a3937;22871
a3936;a8936;42434
a3937;a3938;35218
a3937;a8937;43118
a3938;a3939;21362
a3938;a8938;48284
a3939;a3940;21424
a3939;a8939;19806
a3940;a3941;50913
a3940;a8940;5789
a3941;a3942;4825
a3941;a8941;51944
a3942;a3943;11467
a3942;a8942;25579
a3943;a3944;30995
a3943;a8943;45213
a3944;a3945;20722
a3944;a8944;28536
a3945;a3946;12741
a3945;a8945;39856
a3946;a3947;22379
a3946;a8946;43386
a3947;a3948;19926
a3947;a8947;28622
a3948;a3949;45250
a3948;a8948;28409
a3949;a3950;30783
a3949;a8949;3455
a3950;a3951;4228
a3950;a8950;30360
a3951;a3952;37888
a3951;a8951;34710
a3952;a3953;16941
a3952;a8952;19180
a3953;a3954;48059
a3953;a8953;6623
a3954;a3955;31884
a3954;a8954;14029
a3955;a3956;25708
a3955;a8955;29289
a3956;a3957;24739
a3956;a8956;44770
a3957;a3958;3406
a3957;a8957;20531
a3958;a3959;19731
a3958;a8958;23143
a3959;a3960;21750
a3959;a8959;50653
a3960;a3961;31893
a3960;a8960;29565
a3961;a3962;13044
a3961;a8961;19337
a3962;a3963;4352
a3962;a8962;4745
a3963;a3964;9715
a3963;a8963;36703
a3964;a3965;31942
a3964;a8964;20109
a3965;a3966;38954
a3965;a8965;9889
a3966;a3967;18776
a3966;a8966;37417
a3967;a3968;9603
a3967;a8967;42445
a3968;a3969;12754
a3968;a8968;5883
a3969;a3970;5991
a3969;a8969;36273
a3970;a3971;44411
a3970;a8970;34631
a3971;a3972;26101
a3971;a8971;44908
a3972;a3973;21009
a3972;a8972;19350
a3973;a3974;38235
a3973;a8973;12503
a3974;a3975;39298
a3974;a8974;44675
a3975;a3976;31156
a3975;a8975;45064
a3976;a3977;32013
a3976;a8976;27985
a3977;a3978;47599
a3977;a8977;49185
a3978;a3979;3823
a3978;a8978;16072
a3979;a3980;19983
a3979;a8979;38821
a3980;a3981;42209
a3980;a8980;43454
a3981;a3982;20182
a3981;a8981;2484
a3982;a3983;7512
a3982;a8982;9958
a3983;a3984;42279
a3983;a8983;41657
a3984;a3985;14292
a3984;a8984;35673
a3985;a3986;8400
a3985;a8985;36188
a3986;a3987;13044
a3986;a8986;3353
a3987;a3988;22888
a3987;a8987;13958
a3988;a3989;17287
a3988;a8988;51908
a3989;a3990;49381
a3989;a8989;50220
a3990;a3991;46129
a3990;a8990;39777
a3991;a3992;48678
a3991;a8991;46651
a3992;a3993;16489
a3992;a8992;3634
a3993;a3994;42641
a3993;a8993;41398
a3994;a3995;22350
a3994;a8994;46150
a3995;a3996;10898
a3995;a8995;29170
a3996;a3997;30640
a3996;a8996;46344
a3997;a3998;32552
a3997;a8997;24767
a3998;a3999;4647
a3998;a8998;47427
a3999;a4000;4756
a3999;a8999;34365
a4000;a4001;36234
a4000;a9000;39994
a4001;a4002;3600
a4001;a9001;6332
a4002;a4003;27534
a4002;a9002;22908
a4003;a4004;50490
a4003;a9003;17386
a4004;a4005;11314
a4004;a9004;40292
a4005;a4006;8958
a4005;a9005;10501
a4006;a4007;36708
a4006;a9006;10675
a4007;a4008;12680
a4007;a9007;38137
a4008;a4009;23674
a4008;a9008;33516
a4009;a4010;15354
a4009;a9009;28064
a4010;a4011;5174
a4010;a9010;29096
a4011;a4012;7067
a4011;a9011;29365
a4012;a4013;30817
a4012;a9012;40065
a4013;a4014;9777
a4013;a9013;13028
a4014;a4015;49520
a4014;a9014;46838
a4015;a4016;46633
a4015;a9015;44948
a4016;a4017;21576
a4016;a9016;24428
a4017;a4018;25993
a4017;a9017;19133
a4018;a4019;32471
a4018;a9018;45350
a4019;a4020;41192
a4019;a9019;35456
a4020;a4021;41761
a4020;a9020;11778
a4021;a4022;11409
a4021;a9021;29353
a4022;a4023;50363
a4022;a9022;30239
a4023;a4024;27270
a4023;a9023;10564
a4024;a4025;8743
a4024;a9024;23877
a4025;a4026;17273
a4025;a9025;44223
a4026;a4027;16658
a4026;a9026;10501
a4027;a4028;17509
a4027;a9027;10366
a4028;a4029;32315
a4028;a9028;9496
a4029;a4030;7729
a4029;a9029;7302
a4030;a4031;15150
a4030;a9030;27047
a4031;a4032;21364
a4031;a9031;20184
a4032;a4033;21763
a4032;a9032;7029
a4033;a4034;45725
a4033;a9033;8586
a4034;a4035;8976
a4034;a9034;24472
a4035;a4036;51362
a4035;a9035;25931
a4036;a4037;21484
a4036;a9036;39523
a4037;a4038;26292
a4037;a9037;19209
a4038;a4039;4075
a4038;a9038;22501
a4039;a4040;41648
a4039;a9039;19590
a4040;a4041;30067
a4040;a9040;4788
a4041;a4042;40196
a4041;a9041;23232
a4042;a4043;28227
a4042;a9042;6077
a4043;a4044;18117
a4043;a9043;26903
a4044;a4045;20205
a4044;a9044;35812
a4045;a4046;13473
a4045;a9045;24856
a4046;a4047;49310
a4046;a9046;15516
a4047;a4048;21854
a4047;a9047;41811
a4048;a4049;39315
a4048;a9048;19155
a4049;a4050;30848
a4049;a9049;21872
a4050;a4051;18889
a4050;a9050;30690
a4051;a4052;50166
a4051;a9051;14739
a4052;a4053;33269
a4052;a9052;21522
a4053;a4054;13561
a4053;a9053;48668
a4054;a4055;39796
a4054;a9054;5672
a4055;a4056;41947
a4055;a9055;4289
a4056;a4057;48095
a4056;a9056;37221
a4057;a4058;34591
a4057;a9057;4621
a4058;a4059;18809
a4058;a9058;22798
a4059;a4060;46638
a4059;a9059;14400
a4060;a4061;27055
a4060;a9060;31691
a4061;a4062;16796
a4061;a9061;46176
a4062;a4063;28084
a4062;a9062;47583
a4063;a4064;28552
a4063;a9063;51563
a4064;a4065;32952
a4064;a9064;18791
a4065;a4066;21973
a4065;a9065;33461
a4066;a4067;11459
a4066;a9066;28443
a4067;a4068;20797
a4067;a9067;49154
a4068;a4069;38091
a4068;a9068;22061
a4069;a4070;51348
a4069;a9069;34727
a4070;a4071;34262
a4070;a9070;47658
a4071;a4072;5581
a4071;a9071;18448
a4072;a4073;36728
a4072;a9072;32636
a4073;a4074;40504
a4073;a9073;4457
a4074;a4075;37770
a4074;a9074;42540
a4075;a4076;10140
a4075;a9075;48396
a4076;a4077;47433
a4076;a9076;39017
a4077;a4078;44247
a4077;a9077;13455
a4078;a4079;21938
a4078;a9078;28230
a4079;a4080;20050
a4079;a9079;38730
a4080;a4081;35225
a4080;a9080;16387
a4081;a4082;19433
a4081;a9081;21733
a4082;a4083;42531
a4082;a9082;16082
a4083;a4084;24190
a4083;a9083;13464
a4084;a4085;45864
a4084;a9084;25674
a4085;a4086;26250
a4085;a9085;47518
a4086;a4087;21306
a4086;a9086;34081
a4087;a4088;18095
a4087;a9087;24368
a4088;a4089;7194
a4088;a9088;35054
a4089;a4090;30968
a4089;a9089;48206
a4090;a4091;30359
a4090;a9090;18227
a4091;a4092;4981
a4091;a9091;16473
a4092;a4093;14911
a4092;a9092;39087
a4093;a4094;5665
a4093;a9093;41576
a4094;a4095;24278
a4094;a9094;6346
a4095;a4096;46178
